Time Stamp,System Identifier,*Working hours,Air Thermistor BRC1 T°,EV Opening,Filter status,Gas Pipe T°,Indoor ID,Indoor ON/OFF Status,Indoor Set Temperature,Indoor Type Code,Liquid T°,Mode,ON/OFF,Room Temp,Suction T°,Set Temp,Site temperature
2024-07-27 11:10:00,2,136.25,128.0,0.0,1.0,26.8,3267516688.0,0.0,24.0,27277.0,25.8,0.0,2.0,28.9,28.9,24.0,30.0
2024-07-27 11:10:00,3,222.5,128.0,0.0,1.0,25.625,4041825808.0,0.0,24.0,27277.0,25.025,0.0,2.0,27.725,27.7,24.0,30.0
2024-07-27 11:10:00,4,123.75,30.0,0.0,0.0,27.7,2290476305.0,0.0,24.0,26897.0,27.05,0.0,2.0,32.175000000000004,32.125,24.0,30.0
2024-07-27 11:15:00,1,142.25,128.0,0.0,1.0,26.2,4042087952.0,0.0,24.0,27277.0,24.7,0.0,2.0,28.1,28.8,24.0,30.0
2024-07-27 11:15:00,2,136.25,128.0,0.0,1.0,26.8,3267516688.0,0.0,24.0,27277.0,25.9,0.0,2.0,28.9,28.9,24.0,30.0
2024-07-27 11:15:00,3,222.5,128.0,0.0,1.0,25.7,4041825808.0,0.0,24.0,27277.0,25.1,0.0,2.0,27.7,27.75,24.0,30.0
2024-07-27 11:15:00,4,123.75,30.0,0.0,0.0,27.8,2290476305.0,0.0,24.0,26897.0,27.125,0.0,2.0,32.175,32.275,24.0,30.0
2024-07-27 11:20:00,1,142.25,128.0,0.0,1.0,26.125,4042087952.0,0.0,24.0,27277.0,24.725,0.0,2.0,28.1,28.8,24.0,30.0
2024-07-27 11:20:00,2,136.25,128.0,0.0,1.0,26.8,3267516688.0,0.0,24.0,27277.0,25.9,0.0,2.0,28.9,28.9,24.0,30.0
2024-07-27 11:20:00,3,222.5,128.0,0.0,1.0,25.725,4041825808.0,0.0,24.0,27277.0,25.1,0.0,2.0,27.8,27.8,24.0,30.0
2024-07-27 11:20:00,4,123.75,30.05,0.0,0.0,27.95,2290476305.0,0.0,24.0,26897.0,27.275,0.0,2.0,32.324999999999996,32.325,24.0,30.0
